KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,URBANICITY,CLAIM_FLAG
0.0,1947.0,51.0,0.0,14.0,26806.0,132117.0,yes,m,z_high school,clerical,private,1500.0,6.0,minivan,0.0,0.0,no,4.0,0.0,1.0,highly urban/ urban,no
0.0,1951.0,47.0,0.0,11.0,31392.0,142235.0,yes,m,<high school,clerical,private,17460.0,4.0,minivan,7811.0,3.0,no,5.0,0.0,7.0,highly urban/ urban,no
0.0,1948.0,51.0,0.0,8.0,106090.0,306975.0,yes,m,bachelors,z_blue collar,commercial,12110.0,1.0,pickup,0.0,0.0,no,0.0,0.0,1.0,highly urban/ urban,no
0.0,1959.0,40.0,2.5,13.0,38463.0,164112.0,yes,m,<high school,z_blue collar,commercial,11610.0,7.0,pickup,0.0,0.0,no,0.0,0.0,1.0,z_highly rural/ rural,no
0.0,1978.0,21.0,2.5,14.0,1774.0,78025.0,yes,m,z_high school,student,private,12720.0,10.0,minivan,0.0,0.0,no,0.0,0.0,8.0,z_highly rural/ rural,no
0.0,1940.0,59.0,0.0,11.0,39763.0,190272.0,yes,z_f,bachelors,home maker,commercial,21190.0,7.0,pickup,0.0,0.0,no,1.0,0.0,10.0,z_highly rural/ rural,no
0.0,1954.0,45.0,1.0,3.0,0.0,97496.0,yes,z_f,masters,lawyer,private,11100.0,1.0,z_suv,0.0,0.0,no,0.0,0.0,10.0,z_highly rural/ rural,no
0.0,1960.0,39.0,2.0,11.0,10666.0,0.0,yes,z_f,z_high school,student,private,5600.0,1.0,z_suv,0.0,0.0,no,2.0,2862.5,6.0,highly urban/ urban,yes
0.0,1957.0,42.0,1.0,10.0,105512.0,303875.0,yes,m,masters,manager,commercial,24040.0,4.0,panel truck,0.0,0.0,no,1.0,0.0,20.0,highly urban/ urban,no
0.0,1955.0,44.0,1.0,3.0,0.0,0.0,yes,m,z_high school,student,commercial,8660.0,7.0,pickup,0.0,0.0,no,1.0,1493.0,1.0,highly urban/ urban,yes
0.0,1948.0,51.0,0.0,11.0,54139.0,197100.0,yes,z_f,bachelors,manager,private,12010.0,4.0,minivan,0.0,0.0,no,3.0,0.0,14.0,highly urban/ urban,no
0.0,1961.0,38.0,2.5,12.0,61159.0,0.0,z_no,z_f,bachelors,professional,private,5300.0,7.0,sports car,0.0,0.0,no,0.0,0.0,7.0,z_highly rural/ rural,no
0.0,1953.0,46.0,0.0,10.0,44574.0,0.0,z_no,m,masters,lawyer,private,27130.0,6.0,minivan,6939.0,3.0,no,0.0,0.0,21.0,highly urban/ urban,no
0.0,1961.0,38.0,2.0,14.0,57684.0,189247.0,z_no,z_f,bachelors,professional,private,5300.0,10.0,sports car,5892.0,2.0,no,0.0,2862.5,17.0,highly urban/ urban,yes
0.0,1961.0,38.0,2.0,13.0,58193.0,199571.0,yes,m,bachelors,z_blue collar,private,26650.0,10.0,minivan,0.0,0.0,no,1.0,0.0,8.0,z_highly rural/ rural,no
0.0,1937.0,62.0,1.0,11.0,66784.0,262589.0,yes,m,bachelors,manager,private,29350.0,1.0,z_suv,0.0,0.0,no,0.0,0.0,1.0,highly urban/ urban,no
0.0,1948.0,51.0,0.0,3.0,0.0,0.0,z_no,z_f,bachelors,home maker,private,4270.0,4.0,sports car,0.0,0.0,no,5.0,1488.0,9.0,highly urban/ urban,yes
0.0,1944.0,54.0,0.0,11.0,66623.0,261930.0,yes,m,<high school,z_blue collar,commercial,34300.0,10.0,panel truck,9485.0,3.0,no,0.0,0.0,1.0,z_highly rural/ rural,no
0.0,1977.0,22.0,1.0,8.0,18632.0,0.0,z_no,z_f,z_high school,clerical,private,10800.0,10.0,z_suv,0.0,0.0,no,3.0,2862.5,1.0,highly urban/ urban,yes
0.0,1943.0,55.0,0.0,3.0,0.0,111559.0,yes,z_f,phd,home maker,private,7000.0,9.0,z_suv,6479.0,1.0,no,0.0,0.0,14.0,highly urban/ urban,no
0.0,1952.0,47.0,0.0,12.0,59164.0,0.0,z_no,m,phd,,commercial,6200.0,16.0,pickup,0.0,0.0,no,0.0,0.0,7.0,highly urban/ urban,no
0.0,1961.0,37.0,2.5,16.0,6398.0,109751.0,yes,z_f,bachelors,home maker,private,5840.0,1.0,sports car,6247.0,4.0,no,4.0,378.0,12.0,highly urban/ urban,yes
0.0,1958.0,41.0,0.0,8.0,54289.0,0.0,z_no,z_f,bachelors,z_blue collar,commercial,6960.0,8.0,z_suv,10823.0,3.0,no,0.0,2862.5,14.0,highly urban/ urban,yes
0.0,1960.0,39.0,1.0,15.0,30804.0,159351.0,yes,z_f,z_high school,clerical,private,13140.0,9.0,z_suv,5101.0,3.0,no,6.0,2862.5,7.0,z_highly rural/ rural,yes
0.0,1967.0,32.0,2.0,12.0,67229.0,0.0,z_no,z_f,bachelors,manager,private,11420.0,6.0,z_suv,0.0,0.0,no,0.0,0.0,13.0,highly urban/ urban,no
0.0,1935.0,64.0,0.0,10.0,37380.0,0.0,z_no,m,masters,lawyer,private,11640.0,1.0,z_suv,0.0,0.0,no,0.0,2862.5,15.0,highly urban/ urban,yes
0.0,1940.0,58.0,0.0,12.0,71509.0,214596.0,yes,m,<high school,z_blue collar,private,13020.0,11.0,minivan,0.0,0.0,no,1.0,0.0,6.0,highly urban/ urban,no
0.0,1964.0,35.0,2.0,13.0,28777.0,116463.0,yes,m,<high school,z_blue collar,commercial,7880.0,1.0,pickup,2569.0,2.0,no,5.0,2531.0,1.0,highly urban/ urban,yes
0.0,1944.0,55.0,0.0,14.0,72337.0,210378.0,yes,m,phd,manager,commercial,27130.0,1.0,panel truck,4957.0,3.0,no,0.0,0.0,11.0,highly urban/ urban,no
0.0,1970.0,29.0,1.0,13.0,27222.0,146133.0,yes,m,z_high school,clerical,private,12200.0,1.0,pickup,0.0,0.0,no,1.0,0.0,1.0,highly urban/ urban,no
0.0,1963.0,36.0,0.0,11.0,53385.0,169913.0,z_no,m,masters,lawyer,private,12590.0,10.0,minivan,0.0,0.0,no,2.0,0.0,10.0,highly urban/ urban,no
0.0,1938.0,61.0,2.0,16.0,8559.0,0.0,z_no,z_f,phd,home maker,private,8470.0,6.0,sports car,0.0,0.0,no,3.0,0.0,12.0,z_highly rural/ rural,no
0.0,1944.0,55.0,0.0,11.0,152237.0,0.0,z_no,m,phd,,commercial,22220.0,1.0,van,3005.0,2.0,no,6.0,0.0,8.0,highly urban/ urban,no
0.0,1949.0,50.0,0.0,8.0,21567.0,149254.0,yes,m,<high school,z_blue collar,commercial,17990.0,1.0,van,5228.0,2.0,no,5.0,0.0,1.0,highly urban/ urban,no
0.0,1942.0,57.0,0.0,12.0,61754.0,0.0,z_no,z_f,masters,lawyer,private,7680.0,4.0,z_suv,0.0,0.0,no,0.0,0.0,9.0,z_highly rural/ rural,no
0.0,1943.0,56.0,0.0,8.0,56111.0,160629.0,yes,z_f,z_high school,professional,private,14180.0,4.0,z_suv,3387.0,2.0,no,1.0,2862.5,10.0,highly urban/ urban,yes
0.0,1951.0,47.0,0.0,9.0,105623.0,0.0,z_no,m,bachelors,manager,private,15810.0,7.0,minivan,0.0,0.0,no,0.0,0.0,12.0,highly urban/ urban,no
0.0,1954.0,45.0,2.0,11.0,88787.0,215953.0,z_no,z_f,masters,,commercial,14880.0,6.0,pickup,0.0,0.0,no,4.0,0.0,13.0,highly urban/ urban,no
0.0,1942.0,57.0,0.0,8.0,98693.0,309069.0,yes,z_f,masters,professional,private,17070.0,4.0,minivan,0.0,0.0,no,0.0,0.0,19.0,highly urban/ urban,no
0.0,1962.0,37.0,2.5,15.0,72019.0,0.0,z_no,z_f,bachelors,professional,private,12400.0,1.0,z_suv,1109.0,3.0,no,7.5,2862.5,1.0,highly urban/ urban,yes
0.0,1966.0,33.0,2.5,12.0,14369.0,142305.0,yes,z_f,<high school,clerical,private,32280.0,10.0,z_suv,0.0,0.0,no,4.0,0.0,6.0,z_highly rural/ rural,no
0.0,1954.0,45.0,0.0,10.0,62552.0,208227.0,yes,z_f,bachelors,clerical,private,29080.0,4.0,sports car,2631.0,3.0,no,4.0,0.0,5.0,highly urban/ urban,no
0.0,1947.0,51.0,0.0,14.0,18282.0,0.0,yes,z_f,z_high school,student,commercial,17500.0,6.0,z_suv,0.0,0.0,no,0.0,2098.0,7.0,highly urban/ urban,yes
0.0,1957.0,41.0,0.0,11.0,71303.0,213841.0,z_no,z_f,bachelors,z_blue collar,commercial,12730.0,1.0,z_suv,6984.0,2.0,no,2.0,2275.0,8.0,highly urban/ urban,yes
0.0,1933.0,66.0,0.0,8.0,20443.0,164510.0,yes,m,<high school,z_blue collar,private,1500.0,7.0,z_suv,3331.0,1.0,no,6.0,616.0,1.0,highly urban/ urban,yes
0.0,1948.0,51.0,0.0,7.0,33349.0,178852.0,yes,m,<high school,z_blue collar,commercial,10570.0,3.0,pickup,1529.0,2.0,no,0.0,0.0,4.0,highly urban/ urban,no
0.0,1944.0,55.0,1.0,12.0,5821.0,0.0,yes,z_f,<high school,student,commercial,11130.0,3.0,z_suv,0.0,0.0,no,0.0,2862.5,7.0,z_highly rural/ rural,yes
0.0,1949.0,50.0,0.0,11.0,52593.0,188236.0,yes,z_f,z_high school,z_blue collar,commercial,26560.0,3.0,pickup,0.0,0.0,no,0.0,0.0,1.0,highly urban/ urban,no
0.0,1958.0,41.0,0.0,12.0,53526.0,282125.0,yes,m,bachelors,z_blue collar,commercial,20950.0,1.0,van,0.0,0.0,no,3.0,0.0,9.0,z_highly rural/ rural,no
0.0,1948.0,51.0,0.0,9.0,78283.0,262744.0,yes,m,bachelors,manager,private,6400.0,1.0,pickup,0.0,0.0,no,0.0,0.0,12.0,highly urban/ urban,no
0.0,1969.0,30.0,2.0,7.0,53526.0,0.0,yes,z_f,<high school,student,private,7530.0,1.0,sports car,0.0,0.0,no,2.0,0.0,1.0,highly urban/ urban,no
0.0,1944.0,55.0,0.0,11.0,53526.0,139588.0,yes,z_f,<high school,clerical,private,9420.0,1.0,z_suv,6161.0,3.0,no,2.0,0.0,7.0,highly urban/ urban,no
0.0,1945.0,54.0,0.0,12.0,112481.0,318831.0,yes,m,phd,,commercial,25790.0,11.0,panel truck,0.0,0.0,no,1.0,0.0,16.0,highly urban/ urban,no
0.0,1955.0,43.0,0.0,3.0,0.0,160629.0,yes,z_f,z_high school,home maker,private,14530.0,1.0,minivan,8894.0,3.0,no,0.0,2862.5,12.0,highly urban/ urban,yes
0.0,1957.0,41.0,1.0,12.0,61618.0,211160.0,yes,z_f,bachelors,professional,private,13220.0,1.0,minivan,0.0,0.0,no,4.0,2862.5,8.0,highly urban/ urban,yes
0.0,1954.0,45.0,0.0,14.0,36620.0,158714.0,z_no,z_f,<high school,clerical,private,12000.0,1.0,z_suv,0.0,0.0,no,0.0,0.0,7.0,z_highly rural/ rural,no
0.0,1947.0,52.0,0.0,10.0,43539.0,200883.0,yes,z_f,masters,lawyer,private,13290.0,10.0,z_suv,9667.0,1.0,no,7.0,2862.5,16.0,highly urban/ urban,yes
0.0,1960.0,39.0,0.0,11.0,93339.0,288509.0,yes,m,bachelors,professional,commercial,23790.0,6.0,panel truck,11620.0,1.0,no,6.0,0.0,1.0,highly urban/ urban,no
0.0,1955.0,44.0,2.0,11.0,88492.0,0.0,z_no,z_f,bachelors,professional,private,14750.0,4.0,minivan,0.0,0.0,yes,0.0,0.0,8.0,highly urban/ urban,no
0.0,1956.0,43.0,2.0,10.0,102933.0,306714.0,yes,z_f,bachelors,z_blue collar,commercial,11790.0,10.0,z_suv,0.0,0.0,no,1.0,0.0,8.0,highly urban/ urban,no
0.0,1951.0,47.0,0.0,10.0,4399.0,0.0,z_no,m,<high school,student,private,17130.0,1.0,van,0.0,0.0,no,0.0,0.0,1.0,z_highly rural/ rural,no
0.0,1936.0,62.0,0.0,8.0,43210.0,0.0,z_no,m,phd,doctor,private,16410.0,1.0,z_suv,2999.0,1.0,no,1.0,0.0,8.0,highly urban/ urban,no
0.0,1950.0,49.0,0.0,16.0,45807.0,204460.0,yes,m,bachelors,professional,commercial,18650.0,7.0,van,0.0,0.0,no,1.0,0.0,5.0,highly urban/ urban,no
0.0,1964.0,35.0,2.0,14.0,29250.0,159239.0,yes,z_f,z_high school,z_blue collar,commercial,9170.0,11.0,z_suv,1881.0,1.0,no,7.5,2862.5,7.0,highly urban/ urban,yes
0.0,1957.0,42.0,0.0,12.0,4215.0,0.0,yes,z_f,<high school,student,private,6120.0,12.0,z_suv,4995.0,3.0,no,5.0,0.0,1.0,highly urban/ urban,no
0.0,1964.0,35.0,0.0,8.0,20950.0,129612.0,z_no,z_f,z_high school,clerical,private,7960.0,7.0,sports car,5002.0,1.0,no,0.0,2862.5,1.0,highly urban/ urban,yes
0.0,1955.0,44.0,2.5,16.0,72509.0,0.0,z_no,m,z_high school,professional,private,12380.0,1.0,minivan,0.0,0.0,no,2.0,0.0,1.0,z_highly rural/ rural,no
0.0,1963.0,35.0,1.0,12.0,26625.0,0.0,z_no,z_f,z_high school,clerical,private,5360.0,6.0,z_suv,0.0,0.0,no,3.0,0.0,10.0,z_highly rural/ rural,no
0.0,1966.0,33.0,2.5,13.0,29161.0,127565.0,yes,m,z_high school,clerical,commercial,24690.0,4.0,panel truck,0.0,0.0,yes,0.0,2862.5,1.0,highly urban/ urban,yes
0.0,1958.0,40.0,1.0,11.0,71293.0,164600.0,z_no,z_f,bachelors,z_blue collar,commercial,8630.0,3.0,z_suv,0.0,0.0,no,0.0,0.0,12.0,z_highly rural/ rural,no
0.0,1944.0,55.0,0.0,14.0,31573.0,156734.0,yes,m,bachelors,clerical,private,11490.0,14.0,pickup,6290.0,3.0,no,0.0,0.0,8.0,highly urban/ urban,no
0.0,1968.0,31.0,2.0,13.0,40008.0,199854.0,yes,m,z_high school,clerical,commercial,16820.0,1.0,van,5135.0,3.0,no,5.0,0.0,8.0,highly urban/ urban,no
0.0,1967.0,32.0,2.0,13.0,34368.0,142365.0,yes,z_f,<high school,z_blue collar,private,7640.0,16.0,sports car,0.0,0.0,no,2.0,2862.5,1.0,highly urban/ urban,yes
0.0,1962.0,37.0,2.0,15.0,75111.0,278221.0,yes,z_f,masters,lawyer,private,18580.0,13.0,minivan,0.0,0.0,no,0.0,0.0,16.0,highly urban/ urban,no
0.0,1940.0,59.0,0.0,13.0,61159.0,208072.0,yes,m,masters,,commercial,19210.0,6.0,van,11620.0,2.0,yes,7.5,2052.0,13.0,highly urban/ urban,yes
0.0,1951.0,47.0,0.0,12.0,164313.5,0.0,z_no,m,masters,manager,private,10680.0,1.0,pickup,0.0,0.0,no,0.0,0.0,13.0,highly urban/ urban,no
0.0,1944.0,55.0,0.0,10.0,109900.0,320515.0,yes,z_f,masters,manager,private,9500.0,4.0,z_suv,0.0,0.0,no,0.0,0.0,13.0,highly urban/ urban,no
0.0,1951.0,48.0,0.0,12.0,37634.0,200492.0,z_no,m,<high school,z_blue collar,private,14200.0,6.0,minivan,0.0,0.0,no,1.0,0.0,1.0,highly urban/ urban,no
0.0,1946.0,52.0,0.0,3.0,59233.0,222590.0,yes,m,bachelors,manager,private,17450.0,6.0,van,9175.0,3.0,no,5.0,0.0,9.0,highly urban/ urban,no
0.0,1956.0,43.0,1.0,10.0,98771.0,268668.0,yes,m,bachelors,professional,commercial,30300.0,6.0,panel truck,0.0,0.0,no,1.0,0.0,14.0,z_highly rural/ rural,no
0.0,1961.0,38.0,1.0,9.0,23221.0,108815.0,yes,m,<high school,clerical,commercial,5300.0,10.0,pickup,0.0,0.0,no,2.0,0.0,1.0,z_highly rural/ rural,no
0.0,1934.0,65.0,0.0,9.0,26123.0,0.0,z_no,m,phd,doctor,private,10610.0,10.0,z_suv,5766.0,3.0,no,0.0,0.0,23.0,highly urban/ urban,no
0.0,1955.0,44.0,0.0,11.0,33056.0,171068.0,z_no,m,bachelors,clerical,private,19120.0,3.0,minivan,0.0,0.0,yes,0.0,2862.5,1.0,highly urban/ urban,yes
0.0,1947.0,52.0,0.0,13.0,36332.0,0.0,z_no,m,z_high school,z_blue collar,commercial,27710.0,1.0,panel truck,0.0,0.0,yes,6.0,2862.5,1.0,highly urban/ urban,yes
0.0,1955.0,44.0,2.0,3.0,0.0,0.0,yes,m,<high school,student,private,13240.0,4.0,minivan,0.0,0.0,no,0.0,0.0,6.0,highly urban/ urban,no
0.0,1944.0,55.0,0.0,10.0,41455.0,0.0,z_no,z_f,z_high school,z_blue collar,commercial,18080.0,9.0,z_suv,0.0,0.0,no,0.0,0.0,8.0,z_highly rural/ rural,no
0.0,1952.0,47.0,0.0,10.0,38027.0,0.0,z_no,m,z_high school,professional,commercial,6300.0,7.0,pickup,11620.0,3.0,yes,5.0,1691.0,1.0,highly urban/ urban,yes
0.0,1964.0,35.0,2.0,3.0,0.0,0.0,yes,z_f,bachelors,student,commercial,8920.0,6.0,z_suv,6031.0,2.0,no,3.0,2862.5,5.0,highly urban/ urban,yes
0.0,1969.0,30.0,2.5,3.0,0.0,160629.0,z_no,m,bachelors,student,commercial,5080.0,7.0,pickup,7784.0,1.0,no,2.0,2862.5,6.0,highly urban/ urban,yes
0.0,1949.0,49.0,0.0,14.0,28696.0,164841.0,z_no,m,bachelors,clerical,commercial,5920.0,4.0,pickup,0.0,0.0,no,0.0,0.0,7.0,highly urban/ urban,no
0.0,1947.0,52.0,0.0,6.0,86498.0,287091.0,yes,z_f,bachelors,professional,commercial,17360.0,1.0,pickup,0.0,0.0,no,2.0,0.0,14.0,highly urban/ urban,no
0.0,1962.0,37.0,0.0,11.0,23338.0,152954.0,yes,z_f,<high school,z_blue collar,private,7530.0,7.0,sports car,6566.0,2.0,no,0.0,2862.5,5.0,highly urban/ urban,yes
0.0,1940.0,59.0,0.0,14.0,107938.0,298176.0,yes,z_f,bachelors,professional,private,18550.0,6.0,z_suv,0.0,0.0,no,0.0,0.0,4.0,highly urban/ urban,no
0.0,1966.0,32.0,1.0,12.0,13847.0,129852.0,yes,z_f,z_high school,clerical,private,6080.0,6.0,z_suv,2321.0,3.0,no,0.0,2862.5,10.0,highly urban/ urban,yes
0.0,1964.0,35.0,2.5,15.0,25647.0,155005.0,yes,m,z_high school,clerical,private,10710.0,1.0,pickup,0.0,0.0,no,2.0,2862.5,6.0,highly urban/ urban,yes
0.0,1966.0,33.0,2.5,16.0,9002.0,0.0,yes,z_f,<high school,student,commercial,4700.0,13.0,z_suv,0.0,0.0,no,1.0,0.0,1.0,highly urban/ urban,no
0.0,1954.0,45.0,0.0,14.0,4430.0,88615.0,yes,z_f,z_high school,home maker,private,6440.0,7.0,z_suv,0.0,0.0,no,1.0,0.0,10.0,z_highly rural/ rural,no
0.0,1945.0,54.0,0.0,11.0,66100.0,222183.0,yes,z_f,z_high school,z_blue collar,commercial,27270.0,1.0,z_suv,5911.0,1.0,no,6.0,0.0,7.0,highly urban/ urban,no
0.0,1936.0,63.0,0.0,13.0,74789.0,0.0,z_no,z_f,masters,lawyer,private,15280.0,6.0,z_suv,2487.0,1.0,no,7.5,2862.5,19.0,highly urban/ urban,yes
0.0,1954.0,45.0,0.0,13.0,67803.0,206997.0,z_no,z_f,z_high school,manager,private,5330.0,1.0,z_suv,3948.0,2.0,no,2.0,0.0,1.0,highly urban/ urban,no
0.0,1952.0,46.0,0.0,13.0,65075.0,0.0,z_no,z_f,bachelors,professional,private,12610.0,1.0,z_suv,5219.0,3.0,no,5.0,2862.5,11.0,highly urban/ urban,yes
0.0,1943.0,56.0,2.0,3.0,0.0,129145.0,z_no,z_f,z_high school,home maker,private,7100.0,1.0,z_suv,0.0,0.0,no,6.0,2862.5,9.0,highly urban/ urban,yes
0.0,1940.0,59.0,0.0,3.0,0.0,121656.0,yes,z_f,phd,doctor,private,9940.0,4.0,z_suv,0.0,0.0,no,0.0,0.0,9.0,highly urban/ urban,no
0.0,1956.0,43.0,0.0,10.0,125575.0,308112.0,yes,z_f,bachelors,manager,private,17430.0,3.0,minivan,0.0,0.0,no,1.0,0.0,13.0,highly urban/ urban,no
0.0,1955.0,44.0,0.0,9.0,17049.0,0.0,yes,z_f,z_high school,student,private,29160.0,7.0,minivan,1830.0,2.0,no,3.0,0.0,7.0,highly urban/ urban,no
0.0,1933.0,66.0,0.0,15.0,74260.0,277449.0,yes,z_f,masters,lawyer,private,15530.0,6.0,z_suv,0.0,0.0,no,0.0,0.0,11.0,highly urban/ urban,no
0.0,1962.0,37.0,0.0,12.0,64563.0,225995.0,yes,m,masters,professional,commercial,7960.0,3.0,pickup,0.0,0.0,yes,0.0,1290.0,12.0,highly urban/ urban,yes
0.0,1953.0,46.0,0.0,12.0,35018.0,177267.0,yes,z_f,z_high school,home maker,private,28470.0,1.0,pickup,0.0,0.0,no,3.0,0.0,8.0,highly urban/ urban,no
0.0,1957.0,42.0,0.0,10.0,21670.0,0.0,z_no,z_f,<high school,home maker,private,9800.0,6.0,z_suv,5229.0,2.0,no,6.0,2862.5,1.0,highly urban/ urban,yes
0.0,1933.0,66.0,1.0,14.0,45876.0,207530.0,yes,z_f,z_high school,professional,private,18880.0,3.0,sports car,11620.0,1.0,no,7.0,0.0,1.0,highly urban/ urban,no
0.0,1950.0,49.0,0.0,13.0,32589.0,169057.0,yes,z_f,z_high school,professional,private,17380.0,6.0,z_suv,0.0,0.0,no,0.0,2862.5,4.0,highly urban/ urban,yes
0.0,1960.0,38.0,2.0,3.0,0.0,0.0,z_no,z_f,<high school,home maker,private,5300.0,4.0,sports car,0.0,0.0,no,0.0,1875.0,4.0,highly urban/ urban,yes
0.0,1950.0,49.0,0.0,13.0,74109.0,272103.0,yes,m,bachelors,z_blue collar,commercial,8910.0,13.0,pickup,0.0,0.0,no,0.0,0.0,9.0,highly urban/ urban,no
0.0,1972.0,27.0,1.0,9.0,8408.0,54880.0,z_no,m,<high school,clerical,private,19900.0,4.0,van,0.0,0.0,no,3.0,2862.5,6.0,highly urban/ urban,yes
0.0,1953.0,46.0,0.0,6.0,106711.0,312123.0,yes,z_f,z_high school,z_blue collar,commercial,12630.0,4.0,z_suv,9091.0,3.0,no,0.0,0.0,10.0,highly urban/ urban,no
0.0,1960.0,39.0,0.0,14.0,164313.5,468778.0,yes,m,phd,lawyer,private,20910.0,10.0,minivan,0.0,0.0,no,1.0,0.0,13.0,highly urban/ urban,no
0.0,1954.0,45.0,0.0,5.0,89531.0,0.0,z_no,z_f,bachelors,z_blue collar,commercial,30300.0,4.0,pickup,4441.0,1.0,no,6.0,0.0,8.0,highly urban/ urban,no
0.0,1940.0,59.0,1.0,11.0,65456.0,0.0,z_no,m,bachelors,professional,private,17890.0,1.0,van,0.0,0.0,no,0.0,2862.5,7.0,highly urban/ urban,yes
0.0,1961.0,38.0,0.0,11.0,20299.0,99501.0,yes,z_f,<high school,clerical,private,28850.0,9.0,sports car,0.0,0.0,no,0.0,0.0,1.0,highly urban/ urban,no
0.0,1955.0,44.0,2.0,13.0,10627.0,0.0,yes,m,z_high school,student,commercial,6960.0,1.0,pickup,0.0,0.0,no,0.0,0.0,10.0,z_highly rural/ rural,no
0.0,1950.0,49.0,0.0,5.0,164313.5,474948.0,z_no,m,z_high school,z_blue collar,commercial,18980.0,11.0,van,2207.0,3.0,no,5.0,0.0,1.0,highly urban/ urban,no
0.0,1959.0,40.0,2.5,17.0,27204.0,170218.0,yes,m,z_high school,clerical,private,10700.0,10.0,minivan,0.0,0.0,no,1.0,0.0,1.0,z_highly rural/ rural,no
0.0,1952.0,46.0,0.0,12.0,82398.0,0.0,z_no,m,bachelors,professional,private,20510.0,4.0,minivan,11620.0,2.0,yes,0.0,0.0,4.0,highly urban/ urban,no
0.0,1960.0,39.0,2.0,3.0,0.0,81473.0,z_no,z_f,z_high school,home maker,private,6670.0,6.0,z_suv,10102.0,1.0,yes,5.0,0.0,10.0,highly urban/ urban,no
0.0,1949.0,50.0,0.0,10.0,114135.0,301977.0,yes,z_f,masters,lawyer,private,25790.0,1.0,pickup,4733.0,3.0,no,2.0,0.0,14.0,highly urban/ urban,no
0.0,1953.0,46.0,0.0,11.0,71667.0,0.0,z_no,z_f,bachelors,professional,private,15340.0,1.0,z_suv,0.0,0.0,no,0.0,2786.0,12.0,highly urban/ urban,yes
0.0,1958.0,40.0,2.5,14.0,53526.0,168365.0,yes,z_f,bachelors,professional,private,24160.0,6.0,minivan,0.0,0.0,no,0.0,0.0,15.0,z_highly rural/ rural,no
0.0,1961.0,37.0,2.5,16.0,74246.0,237469.0,yes,z_f,bachelors,z_blue collar,commercial,11940.0,10.0,minivan,5326.0,2.0,no,2.0,313.0,14.0,highly urban/ urban,yes
0.0,1944.0,55.0,1.0,15.0,67140.0,228964.0,yes,z_f,bachelors,z_blue collar,commercial,21130.0,9.0,minivan,0.0,0.0,no,0.0,0.0,12.0,z_highly rural/ rural,no
0.0,1959.0,40.0,2.0,14.0,53526.0,123204.0,yes,m,<high school,z_blue collar,private,7530.0,6.0,minivan,0.0,0.0,no,0.0,0.0,1.0,z_highly rural/ rural,no
0.0,1952.0,46.0,0.0,13.0,23863.0,143184.0,yes,m,masters,lawyer,private,11320.0,1.0,pickup,7387.0,2.0,no,4.0,0.0,18.0,highly urban/ urban,no
0.0,1957.0,41.0,2.0,11.0,164313.5,471354.0,yes,m,bachelors,z_blue collar,commercial,26740.0,16.0,panel truck,0.0,0.0,no,0.0,0.0,8.0,highly urban/ urban,no
0.0,1973.0,26.0,1.0,11.0,21276.0,0.0,yes,z_f,bachelors,student,private,13420.0,1.0,minivan,0.0,0.0,no,0.0,0.0,4.0,highly urban/ urban,no
0.0,1956.0,43.0,0.0,14.0,29922.0,0.0,z_no,m,z_high school,clerical,private,12140.0,4.0,pickup,0.0,0.0,no,1.0,0.0,1.0,highly urban/ urban,no
0.0,1965.0,34.0,2.5,14.0,113195.0,296393.0,z_no,z_f,phd,lawyer,private,4900.0,10.0,sports car,0.0,0.0,no,0.0,2862.5,16.0,highly urban/ urban,yes
0.0,1957.0,42.0,0.0,10.0,47836.0,175242.0,yes,z_f,bachelors,manager,private,6280.0,1.0,z_suv,8273.0,3.0,no,3.0,0.0,9.0,highly urban/ urban,no
0.0,1945.0,54.0,0.0,14.0,80227.0,247045.0,yes,z_f,masters,professional,private,14920.0,1.0,z_suv,0.0,0.0,no,2.0,2862.5,11.0,highly urban/ urban,yes
0.0,1953.0,46.0,0.0,7.0,76216.0,0.0,z_no,z_f,masters,home maker,commercial,29700.0,16.0,pickup,11620.0,1.0,no,1.0,0.0,19.0,highly urban/ urban,no
0.0,1955.0,44.0,2.5,3.0,53526.0,132038.0,yes,z_f,z_high school,home maker,private,5900.0,6.0,z_suv,0.0,0.0,yes,3.0,1957.0,1.0,highly urban/ urban,yes
0.0,1948.0,51.0,0.0,11.0,27030.0,148356.0,yes,m,z_high school,clerical,private,16570.0,6.0,van,11620.0,1.0,no,1.0,0.0,1.0,highly urban/ urban,no
0.0,1940.0,58.0,1.0,15.0,53526.0,155156.0,yes,z_f,phd,home maker,commercial,26790.0,4.0,pickup,0.0,0.0,no,0.0,0.0,18.0,z_highly rural/ rural,no
0.0,1943.0,56.0,0.0,15.0,160200.0,403584.0,yes,m,masters,professional,private,11420.0,1.0,minivan,0.0,0.0,no,1.0,0.0,11.0,z_highly rural/ rural,no
0.0,1959.0,40.0,0.0,11.0,53899.0,160629.0,yes,z_f,z_high school,z_blue collar,commercial,14080.0,7.0,z_suv,0.0,0.0,yes,1.0,2862.5,1.0,highly urban/ urban,yes
0.0,1945.0,54.0,0.0,15.0,88233.0,260694.0,yes,m,masters,lawyer,private,20610.0,6.0,van,0.0,0.0,yes,0.0,0.0,15.0,highly urban/ urban,no
